"reference","start","end","identity"
"ref3","4513","4569","84"
"ref3","3889","3946","96"
"ref5","7187","7464","81"
"ref5","3456","3498","90"
"ref1","4503","5113","94"
"ref2","8500","9136","92"
"ref4","6224","6252","89"
"ref4","4027","4131","93"
"ref2","9657","9764","91"
"ref5","3819","3834","88"
"ref3","4366","4381","84"
"ref1","6093","6137","98"
"ref3","9047","9104","100"
"ref1","5338","5394","94"
"ref4","5486","5519","94"
"ref4","2276","2386","90"
"ref4","9792","9848","91"
"ref2","5582","5644","100"
"ref5","5195","5386","84"
"ref1","6048","6176","84"
"ref4","6666","6914","89"
"ref2","1929","1974","86"
"ref3","1556","1619","91"
"ref4","1020","1177","87"
"ref2","3692","3866","95"
"ref2","5479","5600","80"
"ref5","2173","2487","87"
"ref2","6673","6681","81"
"ref3","6237","6401","92"
"ref2","6286","6300","91"
"ref3","8934","9469","90"
"ref5","8788","9010","97"
"ref5","2631","2870","81"
"ref5","7513","7838","84"
"ref5","8699","8957","86"
"ref2","6707","6974","98"
"ref2","2635","2684","88"
"ref4","5892","5937","88"
"ref3","4751","4769","93"
"ref1","4784","4811","80"
"ref1","3257","3355","80"
"ref3","5576","5773","85"
"ref3","2734","2756","97"
"ref3","6543","6594","80"
"ref2","6818","6854","94"
"ref5","184","233","100"
"ref4","1779","1994","90"
"ref4","6655","6796","86"
"ref2","3088","3134","81"
"ref4","5848","6083","97"
"ref4","1677","1916","93"
"ref2","1540","1807","85"
"ref1","5341","5350","88"
"ref3","2497","2509","84"
"ref3","3497","3634","88"
"ref2","2077","2150","86"
"ref2","5170","5557","94"
"ref3","5648","5705","96"
"ref5","1926","2168","87"
"ref2","5910","5958","82"
"ref5","441","1012","81"
"ref3","3818","3874","80"
"ref2","1954","2112","92"
"ref3","8456","8743","85"
"ref3","2954","2994","96"
"ref1","7295","7353","90"
"ref3","1763","1914","83"
"ref3","3561","3645","94"
"ref2","4518","4840","99"
"ref5","176","988","94"
"ref1","745","1035","82"
"ref4","9508","9903","93"
"ref2","2386","2487","81"
"ref2","5954","5988","99"
"ref3","246","583","98"
"ref1","2035","2099","90"
"ref3","8020","8087","85"
"ref3","4241","4416","100"
"ref2","2234","2259","93"
"ref4","6188","6312","80"
"ref1","1270","1406","88"
"ref2","1757","1831","90"
"ref3","920","1077","86"
"ref2","5594","5664","100"
"ref4","2027","2509","83"
"ref1","9074","9257","86"
"ref2","3691","3931","87"
"ref5","8700","9417","91"
"ref2","5842","5897","96"
"ref2","2323","2413","84"
"ref3","4033","5032","86"
"ref3","9263","9366","84"
"ref3","3522","3575","92"
"ref3","4095","4108","83"
"ref2","9040","9114","82"
"ref3","4143","4171","80"
"ref5","4451","4485","86"
"ref1","5591","5664","98"
"ref1","1025","1061","82"
"ref3","9554","9629","97"
"ref5","5650","5784","84"
"ref5","4027","4260","82"
"ref5","547","742","93"
"ref2","6394","6471","100"
"ref4","8139","8375","92"
"ref2","5927","5960","86"
"ref4","9375","9489","88"
"ref3","3055","3069","94"
"ref5","2359","2419","84"
"ref2","6576","6583","95"
"ref5","8935","9083","89"
"ref2","4255","4296","86"
"ref1","7190","7392","81"
"ref4","5002","5094","90"
"ref5","6480","6526","83"
"ref2","2895","3059","80"
"ref4","9429","9620","87"
"ref1","7771","7819","87"
"ref2","2770","2795","80"
"ref2","4481","4524","82"
"ref4","3000","3084","83"
"ref3","992","1350","86"
"ref2","3248","3630","80"
"ref2","1717","1836","91"
"ref3","3619","3707","82"
"ref5","9477","9499","91"
"ref4","9219","9384","93"
"ref3","5101","5138","86"
"ref3","7350","7393","88"
"ref5","6137","6290","81"
"ref2","9210","9275","97"
"ref2","7346","7368","85"
"ref2","7351","7367","82"
"ref2","9621","9633","91"
"ref3","6541","6616","99"
"ref3","166","299","85"
"ref1","3613","3932","100"
"ref1","8044","8145","92"
"ref1","442","1441","92"
"ref5","1591","1802","100"
"ref1","5514","5664","88"
"ref1","267","832","87"
"ref4","5717","6716","80"
"ref2","1234","1258","88"
"ref5","4996","5522","90"
"ref1","8091","8154","100"
"ref1","6730","6758","98"
"ref2","8937","8986","82"
"ref5","6743","6785","94"
"ref2","1506","1530","93"
"ref1","9106","9423","84"
"ref1","5365","5528","84"
"ref5","9160","9249","80"
"ref3","4685","4746","94"
"ref5","5427","5516","86"
"ref3","2151","2407","80"
"ref1","3808","3925","95"
"ref4","9443","9753","81"
"ref4","8433","8490","83"
"ref4","4664","4686","98"
"ref3","9522","9724","90"
"ref3","746","1375","80"
"ref3","2457","2883","96"
"ref4","1303","1470","83"
"ref2","2321","2481","87"
"ref5","6196","6230","84"
"ref5","6850","6938","80"
"ref1","2924","3015","89"
"ref1","7659","7791","98"
"ref5","5194","5401","92"
"ref3","6947","7700","88"
"ref1","5296","6295","85"
"ref3","3850","4058","88"
"ref4","119","191","99"
"ref2","2339","2352","93"
"ref5","3545","4273","89"
"ref4","1665","1722","92"
"ref1","4331","4734","98"
"ref5","9769","9938","83"
"ref2","6736","6868","96"
"ref4","5905","6083","84"
"ref3","3712","3933","87"
"ref2","6908","6997","80"
"ref3","8946","9013","99"
"ref1","3606","3653","100"
"ref4","5218","5319","91"
"ref2","5773","5918","89"
"ref5","73","200","96"
"ref2","5662","5761","80"
"ref3","2605","2750","85"
"ref1","3029","3154","82"
"ref3","39","192","97"
"ref4","1710","2709","91"
"ref1","7871","7941","96"
"ref1","9409","9586","94"
"ref3","5207","5223","84"
"ref2","1425","1552","81"
"ref3","2196","2734","91"
"ref3","2483","2588","100"
"ref5","4623","4788","84"
"ref3","812","933","90"
"ref5","4408","4542","99"
"ref4","7821","7889","98"
"ref1","2508","2575","89"
"ref1","341","487","83"
"ref4","2197","2220","81"
"ref1","924","980","82"
"ref3","5","132","90"
"ref3","5819","5900","100"
"ref2","6954","7057","91"
"ref1","4168","4327","83"
"ref5","8432","8472","88"
"ref1","8425","8572","90"
"ref3","5789","5881","81"
"ref1","9600","9634","87"
"ref1","1193","1574","91"
"ref4","4653","4747","91"
"ref1","7626","7679","97"
"ref2","8740","8826","96"
"ref1","5753","5798","82"
"ref1","5263","5380","100"
"ref2","6482","6519","95"
"ref3","2274","2316","86"
"ref1","1656","1781","83"
"ref4","9041","9488","100"
"ref5","5037","5252","82"
"ref2","2844","2894","80"
"ref5","6796","7308","100"
"ref4","6217","6252","94"
"ref2","8626","8693","84"
"ref1","9067","9135","90"
"ref4","5957","6258","100"
"ref3","2094","2226","84"
"ref4","8346","8773","98"
"ref5","2023","2068","83"
"ref2","4229","4393","98"
"ref4","1543","1619","85"
"ref1","6325","6367","95"
"ref2","2507","2729","100"
"ref4","1074","1139","88"
"ref1","3967","4966","81"
"ref2","8783","9373","80"
"ref3","3773","4403","80"
"ref3","8617","8688","98"
"ref1","6150","6243","90"
"ref2","4502","5135","96"
"ref4","6293","6336","90"
"ref4","5550","5567","94"
"ref4","3311","3369","88"
"ref4","5121","5148","95"
"ref1","922","1071","98"
"ref3","4420","4678","85"
"ref3","1902","2165","87"
"ref5","1010","1348","90"
"ref3","3458","3739","80"
"ref1","463","1010","98"
"ref1","5275","5294","95"
"ref3","2549","2560","82"
"ref2","8652","8698","81"
"ref4","8300","8318","92"
"ref3","2369","2455","91"
"ref5","8946","8985","96"
"ref2","4014","4051","84"
"ref4","6976","7892","99"
"ref3","4269","4357","82"
"ref2","2929","2954","97"
"ref5","7265","7391","96"
"ref3","5710","5784","81"
"ref4","8321","8486","90"
"ref2","4303","4384","95"
"ref1","2033","2372","95"
"ref4","9364","9369","96"
"ref3","8640","9003","82"
"ref4","5990","6247","82"
"ref2","2325","2423","99"
"ref3","8772","8943","86"
"ref5","6768","6824","86"
"ref4","3372","3447","94"
"ref5","8286","8398","85"
"ref3","9464","9579","88"
"ref1","8662","8867","97"
"ref3","775","829","88"
"ref3","2748","3166","84"
"ref2","6206","6360","88"
"ref4","6170","6323","80"
"ref2","4312","4500","81"
"ref5","3413","3450","98"
"ref2","1236","1352","92"
"ref5","7973","8006","85"
"ref4","4236","4292","87"
"ref4","5577","5615","94"
"ref1","6953","6959","84"
"ref4","5129","5161","86"
"ref3","8821","8854","88"
"ref4","5133","5815","100"
"ref1","6878","7489","80"
"ref1","8116","8175","97"
"ref3","5078","5219","85"
"ref4","8607","8629","86"
"ref5","2602","2624","94"
"ref5","6949","7428","84"
"ref3","7979","8026","82"
"ref3","3773","3992","88"
"ref4","7493","8297","99"
"ref5","159","290","89"
"ref1","4003","4058","88"
"ref1","7878","8033","87"
"ref1","6328","6454","81"
"ref1","2133","2267","86"
"ref3","2059","2077","96"
"ref4","5880","6156","98"
"ref4","3024","3152","83"
"ref1","1642","1723","87"
"ref2","1058","2014","85"
"ref5","8406","8495","92"
"ref3","4377","4509","99"
"ref3","4792","4907","99"
"ref2","9324","9375","97"
"ref1","7868","8849","96"
"ref3","524","645","87"
"ref1","6829","6853","83"
"ref1","9360","9604","90"
"ref2","6244","6412","89"
"ref3","8676","9015","92"
"ref5","7639","7761","93"
"ref5","8222","8921","94"
"ref4","9359","9401","85"
"ref4","1701","1995","84"
"ref5","2192","2242","97"
"ref3","7142","7189","99"
"ref4","6993","7072","87"
"ref1","5701","5965","100"
"ref3","8159","8318","80"
"ref3","7652","7807","100"
"ref1","1384","1916","93"
"ref3","1553","1909","90"
"ref3","4077","4144","97"
"ref5","4135","4299","94"
"ref1","8756","8802","98"
"ref1","7024","7086","91"
"ref4","747","1309","98"
"ref4","2034","2283","87"
"ref3","3481","3517","92"
"ref4","58","357","86"
"ref1","2519","2704","98"
"ref5","7514","7570","98"
"ref1","2794","2862","81"
"ref4","1711","1903","90"
"ref5","7136","7602","84"
"ref1","9793","9825","81"
"ref1","4538","4587","88"
"ref4","6747","6771","88"
"ref2","1583","1666","88"
"ref4","3894","3914","95"
"ref2","766","894","87"
"ref1","4133","4251","89"
"ref2","6397","6439","80"
"ref5","3756","3860","82"
"ref5","1142","1174","86"
"ref2","8343","8368","85"
"ref5","5303","5376","82"
"ref5","6093","6107","83"
"ref4","8119","8252","86"
"ref5","1253","1419","93"
"ref2","2586","2619","99"
"ref5","5139","5175","83"
"ref3","1688","2100","90"
"ref5","3686","4101","90"
"ref3","8507","8601","86"
"ref2","4213","4267","98"
"ref3","1940","1983","99"
"ref1","1922","2035","82"
"ref2","7178","7299","81"
"ref1","3687","3963","94"
"ref4","2340","2547","97"
"ref4","9411","9598","81"
"ref5","8564","8654","95"
"ref1","4509","4540","95"
"ref5","7267","7585","83"
"ref5","2465","2492","82"
"ref5","9562","9605","87"
"ref4","139","159","84"
"ref5","5604","5673","82"
"ref3","5956","5992","95"
"ref5","3378","3486","90"
"ref3","3126","3301","86"
"ref5","4236","4442","93"
"ref2","1106","1402","100"
"ref2","7348","7438","97"
"ref5","5933","6154","80"
"ref2","2522","2645","99"
"ref1","9334","9359","96"
"ref4","4200","4961","80"
"ref4","5808","6081","90"
"ref1","2761","2851","80"
"ref3","7762","7894","85"
"ref3","8722","8811","90"
"ref4","5495","5538","88"
"ref3","2718","2802","86"
"ref5","2154","2314","89"
"ref5","2952","2978","92"
"ref2","1516","1938","89"
"ref4","8869","8956","93"
"ref5","2305","2427","92"
"ref2","7780","8305","88"
"ref4","6682","6750","93"
"ref1","8168","8209","82"
"ref1","797","1025","97"
"ref5","1696","1729","89"
"ref3","4040","4049","98"
"ref4","7253","7321","95"
"ref2","716","734","95"
"ref4","2456","2513","83"
"ref4","2587","2946","92"
"ref5","3815","4270","94"
"ref3","8932","9022","81"
"ref3","402","474","81"
"ref4","5855","6052","88"
"ref5","5866","5918","94"
"ref5","6507","6558","85"
"ref2","1402","1488","97"
"ref3","9954","9975","91"
"ref2","9715","9735","84"
"ref4","8262","8342","100"
"ref5","4885","4978","85"
"ref4","3520","3544","98"
"ref1","2659","2759","81"
"ref1","5815","5901","92"
"ref3","9744","9775","80"
"ref5","8339","8384","91"
"ref1","3689","3746","93"
"ref2","3889","4040","89"
"ref4","7408","7508","100"
"ref4","5715","5907","87"
"ref3","9764","9843","83"
"ref2","9761","9843","87"
"ref2","4460","4514","94"
"ref4","8342","8388","82"
"ref5","5563","5851","85"
"ref5","6338","6410","93"
"ref3","4777","4902","94"
"ref3","827","850","81"
"ref5","3507","3877","81"
"ref4","4135","4295","83"
"ref3","8966","9159","83"
"ref4","7877","7942","82"
"ref2","4234","4360","83"
"ref2","6594","6874","88"
"ref3","6298","6395","83"
"ref1","2769","2826","82"
"ref5","7581","7719","93"
"ref4","6781","6866","97"
"ref2","8669","8683","98"
"ref3","9433","9566","97"
"ref5","326","477","81"
"ref2","7900","8205","92"
"ref3","876","1009","91"
"ref5","9257","9656","99"
"ref5","8541","8603","98"
"ref2","8416","8456","85"
"ref5","1638","1904","82"
"ref5","6087","6103","96"
"ref2","6612","6703","82"
"ref3","6756","6932","99"
"ref4","5358","5403","85"
"ref1","1877","1988","97"
"ref3","4731","4777","93"
"ref2","9332","9707","88"
"ref2","2801","3083","97"
"ref2","2287","2379","82"
"ref2","3907","3993","97"
"ref3","2091","2397","81"
"ref2","1549","1848","89"
"ref1","4753","4801","82"
"ref2","6624","6647","80"
"ref3","4487","4544","83"
"ref5","1724","1797","94"
"ref1","8026","8346","81"
"ref3","6613","7153","92"
"ref1","4203","4373","88"
"ref4","2859","2945","90"
"ref3","2209","2218","93"
"ref5","6619","6640","89"
"ref4","6435","6467","98"
"ref2","8371","8507","86"
"ref1","8936","9177","82"
"ref1","2336","2393","95"
"ref4","2180","2402","96"
"ref4","4952","5063","86"
"ref4","5888","5999","94"
"ref4","1955","2096","85"
"ref4","6773","7108","80"
"ref4","6323","6349","85"
"ref5","7593","7742","80"
"ref3","8696","8758","91"
"ref2","4253","4468","80"
"ref1","9004","9393","82"
"ref3","4904","5054","91"
"ref3","8557","8564","94"
"ref3","6479","6749","83"
"ref1","2675","3573","80"
"ref3","3860","4197","80"
"ref5","7865","8007","91"
"ref4","4831","4854","86"
"ref4","3210","3691","83"
"ref5","7391","7606","100"
"ref1","7731","7879","83"
"ref5","9448","9789","90"
"ref4","9240","9480","98"
"ref4","247","254","83"
"ref3","8166","8208","84"
"ref2","1826","1847","100"
"ref3","5463","5542","97"
"ref1","1613","1660","100"
"ref3","6382","6431","80"
"ref2","4065","4159","93"
"ref2","1388","1457","98"
"ref4","4079","4196","88"
"ref1","8822","8926","92"
"ref4","3581","3715","90"
"ref1","5863","6226","91"
"ref2","9378","9754","95"
"ref1","8542","8742","89"
"ref4","5396","5442","85"
"ref1","1266","1416","96"
"ref2","2485","2679","83"
"ref2","2409","2494","88"
"ref5","2079","2280","82"
"ref5","1947","2379","80"
"ref2","1701","1971","94"
"ref2","1005","1237","80"
"ref4","7171","7183","80"
"ref4","1363","1398","86"
"ref2","7598","7826","93"
"ref2","9399","9430","84"
"ref4","6841","6872","80"
"ref1","294","369","81"
"ref4","2592","2824","87"
"ref5","5427","5472","81"
"ref2","5225","5444","94"
"ref2","5651","6059","95"
"ref1","4251","4315","93"
"ref4","5221","5276","85"
"ref1","3573","3632","97"
"ref4","1327","1395","94"
"ref3","2540","2716","98"
"ref5","9478","9791","83"
"ref2","8710","9086","82"
"ref5","6310","6367","82"
"ref3","7113","7167","98"
"ref2","8343","8572","94"
"ref5","7147","7155","91"
"ref1","6254","7025","98"
"ref4","7745","7801","97"
"ref4","9005","9174","82"
"ref3","3158","3525","90"
"ref2","4314","4370","90"
"ref5","520","577","93"
"ref4","1614","1871","95"
"ref4","8263","8335","86"
"ref2","4439","4462","97"
"ref5","7009","7093","97"
"ref3","8292","8324","93"
"ref3","1063","1222","84"
"ref3","7422","7801","90"
"ref5","8147","8208","87"
"ref4","2643","2792","97"
"ref3","5340","5546","82"
"ref5","57","133","88"
"ref4","1726","1986","92"
"ref3","4414","4507","100"
"ref1","7483","7529","86"
"ref1","3219","3385","93"
"ref2","1869","1999","87"
"ref1","5259","5326","82"
"ref3","3257","3355","84"
"ref4","9440","9521","98"
"ref2","3273","3286","88"
"ref3","3493","3577","89"
"ref1","1252","1376","97"
"ref5","7221","7340","89"
"ref5","6849","7014","93"
"ref4","1693","1729","83"
"ref2","8634","8661","89"
"ref3","4048","4428","100"
"ref2","6956","6979","85"
"ref2","2377","2422","87"
"ref5","1954","2114","87"
"ref2","8227","8422","85"
"ref1","1998","2192","83"
"ref1","627","742","93"
"ref1","7694","7718","82"
"ref5","8014","8339","83"
"ref3","7518","7590","82"
"ref4","7893","8042","90"
"ref4","7241","7751","92"
"ref3","6077","6154","83"
"ref3","3593","3617","81"
"ref2","7937","8007","94"
"ref1","1881","2072","87"
"ref1","8071","8133","85"
"ref4","4651","4744","84"
"ref2","9059","9078","92"
"ref4","3636","3721","99"
"ref1","2421","2606","88"
"ref3","3535","3576","90"
"ref1","5236","5725","85"
"ref5","4555","4658","98"
"ref4","8099","8757","84"
"ref4","1604","1735","96"
"ref5","2331","2356","81"
"ref1","7292","7433","83"
"ref4","8371","8401","84"
"ref1","3779","3944","85"
"ref3","364","456","91"
"ref5","3213","3301","96"
"ref2","3929","3959","98"
"ref4","6849","6906","99"
"ref1","7145","7226","88"
"ref5","3878","3937","87"
"ref5","2238","2316","96"
"ref1","4728","4928","82"
"ref5","1245","1608","90"
"ref3","893","1435","85"
"ref5","9852","9904","95"
"ref5","7625","7713","90"
"ref5","9509","9726","85"
"ref4","3222","3246","95"
"ref5","6332","6421","100"
"ref2","3789","3807","80"
"ref4","8205","8310","90"
"ref5","5561","5621","88"
"ref1","2972","3434","85"
"ref1","4770","4867","86"
"ref4","5000","5234","98"
"ref3","8915","9173","89"
"ref3","5932","6097","83"
"ref5","7511","7729","90"
"ref5","593","633","92"
"ref4","1413","1475","87"
"ref4","1662","1742","91"
"ref5","3689","3758","81"
"ref5","7584","7735","86"
"ref3","9116","9179","95"
"ref1","1152","1202","83"
"ref3","2611","2639","99"
"ref1","2978","3009","84"
"ref1","3985","3995","91"
"ref5","9936","9975","91"
"ref5","5761","6760","94"
"ref4","2654","3089","98"
"ref2","3224","3299","95"
"ref1","96","335","92"
"ref4","2949","3064","99"
"ref3","9527","9601","93"
"ref3","401","787","96"
"ref3","1648","1791","92"
"ref5","6110","6411","100"
"ref1","2229","2346","91"
"ref1","8345","8375","85"
"ref3","5483","5829","87"
"ref5","3542","3547","94"
"ref4","6093","6208","99"
"ref5","7345","7618","84"
"ref4","5360","5392","89"
"ref1","9210","9291","82"
"ref3","7539","7614","100"
"ref1","3738","3910","100"
"ref4","7529","7591","92"
"ref1","9530","9552","83"
"ref4","7075","7161","100"
"ref3","4380","4485","94"
"ref2","6028","6282","80"
"ref5","4934","4955","96"
"ref5","7780","7964","90"
"ref3","3356","3444","93"
"ref2","5795","5924","87"
"ref4","8083","8204","83"
"ref5","5277","5336","81"
"ref2","9335","9393","95"
"ref3","1694","1768","86"
"ref5","5570","5711","93"
"ref2","5538","5639","98"
"ref4","3603","3660","92"
"ref3","1166","1274","84"
"ref4","4636","5067","93"
"ref5","9369","9551","96"
"ref4","9120","9289","100"
"ref2","7746","7921","100"
"ref4","7214","7296","80"
"ref2","6479","6502","88"
"ref3","4825","4933","82"
"ref1","8578","8616","93"
"ref3","6206","6518","90"
"ref3","2218","2248","87"
"ref1","3287","3305","82"
"ref1","4209","4262","92"
"ref5","3003","3078","81"
"ref2","2583","2714","88"
"ref3","3858","3924","98"
"ref5","5566","5950","89"
"ref1","4160","4383","80"
"ref3","7865","7983","93"
"ref1","4024","4349","86"
"ref2","5697","5980","98"
"ref2","9533","9959","94"
"ref4","6200","6608","90"
"ref1","3976","4787","89"
"ref5","3251","3299","100"
"ref4","7359","7452","86"
"ref2","471","575","99"
"ref3","2464","2525","85"
"ref4","9897","9939","84"
"ref2","8281","8307","95"
"ref4","2195","2210","94"
"ref5","897","933","85"
"ref4","4066","4495","88"
"ref5","1695","1778","90"
"ref2","4584","4616","84"
"ref3","7545","7782","87"
"ref3","5684","5721","88"
"ref3","4474","4656","82"
"ref2","9268","9412","94"
"ref4","8042","8445","83"
"ref2","6977","7290","80"
"ref1","8523","8568","86"
"ref2","2492","2582","82"
"ref1","6904","6972","91"
"ref5","8601","8637","83"
"ref5","7178","7186","95"
"ref5","3339","3390","89"
"ref5","3962","4280","91"
"ref2","7190","7283","99"
"ref4","9253","9470","85"
"ref3","3648","3712","96"
"ref2","7688","8441","98"
"ref4","1074","1256","96"
"ref2","5135","5209","96"
"ref2","5118","5429","90"
"ref3","7850","7871","96"
"ref2","1910","1975","87"
"ref5","1342","1643","91"
"ref5","6155","6206","99"
"ref5","8141","8742","92"
"ref1","6871","6971","81"
"ref2","7941","8070","97"
"ref5","4511","4990","98"
"ref1","7938","7954","88"
"ref2","7568","7671","92"
"ref2","4565","4883","95"
"ref5","7254","7299","81"
"ref2","3959","4015","82"
"ref1","6646","6743","92"
"ref3","7177","7282","95"
"ref3","1153","1184","92"
"ref5","552","657","84"
"ref2","3033","3283","95"
"ref2","6230","6435","89"
"ref3","4651","4657","89"
"ref5","7848","7926","95"
"ref1","3577","3684","94"
"ref1","4183","5182","99"
"ref4","8499","8609","100"
"ref1","6219","6285","84"
"ref2","6458","6513","100"
"ref2","7619","7664","93"
"ref5","584","888","80"
"ref1","2188","2416","82"
"ref2","1043","1237","92"
"ref5","2997","3115","93"
"ref4","9727","9743","80"
"ref4","7612","7631","91"
"ref2","4244","4783","86"
"ref2","6620","6705","84"
"ref3","4075","4267","91"
"ref2","9835","9908","100"
"ref2","1746","1762","88"
"ref4","9367","9439","94"
"ref1","8977","8994","88"
"ref4","5106","5153","91"
"ref4","4144","4304","95"
"ref3","6608","6665","99"
"ref4","7503","7888","82"
"ref1","9059","9121","85"
"ref3","3452","3506","85"
"ref2","6505","6578","94"
"ref2","5479","5551","87"
"ref1","2914","2996","89"
"ref5","5481","5646","96"
"ref3","3064","3244","86"
"ref1","7659","7878","100"
"ref5","8892","8992","95"
"ref4","1671","1818","86"
"ref2","5046","5077","83"
"ref4","4057","4109","95"
"ref5","1842","1899","98"
"ref3","735","807","100"
"ref5","7980","8204","99"
"ref3","846","932","84"
"ref4","5622","5677","97"
"ref4","3123","3155","87"
"ref3","4106","4124","80"
"ref5","2125","2153","81"
"ref2","685","702","92"
"ref1","7521","7548","95"
"ref5","3482","3542","97"
"ref5","5634","5655","100"
"ref2","8157","8216","92"
"ref5","3689","3702","85"
"ref1","7727","7784","91"
"ref1","7754","7809","87"
"ref1","7812","8152","89"
"ref5","3307","3365","93"
"ref2","8736","8824","88"
"ref4","6571","6590","91"
"ref3","7255","7421","91"
"ref1","6251","6310","91"
"ref4","1805","1869","91"
"ref3","8171","8506","97"
"ref4","4509","4518","92"
"ref3","7278","7394","81"
"ref5","2869","2911","90"
"ref5","2638","2662","80"
"ref5","1194","1409","89"
"ref3","1831","2001","93"
"ref4","5979","6063","84"
"ref5","879","910","84"
"ref1","3531","3549","94"
"ref3","6727","6824","98"
"ref4","5043","5187","100"
"ref5","8363","8786","86"
"ref1","6161","6236","90"
"ref5","2942","3146","87"
"ref5","3685","3791","100"
"ref2","5555","5653","80"
"ref3","1410","1493","94"
"ref1","931","983","92"
"ref5","5601","5712","98"
"ref4","6319","6656","84"
"ref2","5762","5823","86"
"ref1","9193","9229","100"
"ref2","1738","1834","99"
"ref5","429","472","87"
"ref2","2721","2841","96"
"ref2","3277","3540","81"
"ref5","3400","3429","93"
"ref4","9731","9786","99"
"ref4","238","361","84"
"ref5","9524","9890","82"
"ref2","1499","1537","82"
"ref3","1128","1150","80"
"ref4","3284","3307","88"
"ref4","2906","3305","92"
"ref5","7986","8337","94"
"ref1","630","763","84"
"ref2","9785","9905","100"
"ref2","1184","1206","85"
"ref3","1886","2282","92"
"ref1","4627","4979","91"
"ref3","9635","9745","81"
"ref2","4440","4549","91"
"ref1","4420","4442","100"
"ref4","844","927","88"
"ref5","9190","9578","98"
"ref1","6350","6425","99"
"ref5","1909","1965","95"
"ref3","339","381","82"
"ref3","598","689","95"
"ref3","9014","9068","99"
"ref5","4947","5078","94"
"ref2","107","172","89"
"ref1","9424","9501","86"
"ref4","8680","9252","83"
"ref5","7143","7201","88"
"ref1","9001","9091","88"
"ref1","8719","9006","82"
"ref5","3560","3851","93"
"ref4","7954","8061","93"
"ref5","7093","7116","98"
"ref2","1277","1393","88"
"ref1","687","1402","90"
"ref3","796","1014","87"
"ref4","4233","4808","93"
"ref1","5854","5915","87"
"ref2","2787","3029","86"
"ref4","8653","9652","98"
"ref5","8705","8806","88"
"ref5","936","1035","83"
"ref2","8018","8220","86"
"ref2","4889","5062","81"
"ref4","3076","3123","86"
"ref5","1466","1518","98"
"ref2","4644","4702","82"
"ref5","8646","8781","94"
"ref4","306","321","97"
"ref2","4386","4498","87"
"ref5","2933","3231","98"
"ref2","8553","8649","98"
"ref2","3670","3716","87"
"ref2","8338","8381","98"
"ref1","6823","6849","80"
"ref1","1544","1692","97"
"ref1","3198","3538","82"
"ref3","199","220","100"
"ref2","7525","7567","96"
"ref4","1302","1340","87"
"ref4","2215","2475","97"
"ref3","4416","4840","100"
"ref2","3752","4119","90"
"ref4","1781","1866","88"
"ref5","4193","4319","93"
"ref3","9766","9841","98"
"ref4","2216","2417","96"
"ref2","5315","5513","97"
"ref3","2067","2147","85"
"ref2","2889","2919","96"
"ref2","7682","7904","94"
"ref1","3962","4205","85"
"ref2","323","648","82"
"ref2","7121","7212","94"
"ref4","3488","4487","91"
"ref1","561","661","95"
"ref2","5570","5600","90"
"ref1","4154","4195","88"
"ref2","4590","4650","86"
"ref1","2877","3064","92"
"ref3","2068","2140","97"
"ref2","2484","3483","85"
"ref3","8114","8211","100"
"ref5","9616","9691","80"
"ref3","6634","6717","99"
"ref1","7923","7997","100"
"ref5","2076","2156","90"
"ref1","8782","9006","93"
"ref3","374","473","83"
"ref2","2744","2929","87"
"ref4","9814","9914","87"
"ref3","1137","1447","81"
"ref1","389","468","91"
"ref4","4359","4458","90"
"ref5","6242","6321","98"
"ref3","2700","3608","100"
"ref2","1155","1238","96"
"ref3","8157","8172","91"
"ref1","9777","9806","83"
"ref5","2988","3190","93"
"ref1","9741","9805","85"
"ref1","4198","4332","88"
"ref3","8182","8418","80"
"ref2","6537","6610","96"
"ref1","1008","1050","100"
"ref1","485","514","91"
"ref2","1386","1552","91"
"ref4","6121","6857","98"
"ref2","6109","6202","93"
"ref3","3546","3655","81"
"ref4","6251","6321","87"
"ref2","7238","7360","99"
"ref5","5874","5961","88"
"ref2","8069","8226","83"
"ref3","5515","5577","91"
"ref1","4033","4344","80"
"ref3","1883","1908","99"
"ref5","5907","6569","99"
"ref1","4183","4268","97"
"ref3","6689","7302","83"
"ref1","1158","1282","92"
"ref1","7151","7910","95"
"ref3","8266","8282","95"
"ref4","6400","6555","86"
"ref3","1727","1776","95"
"ref1","7248","7307","97"
"ref5","4929","4987","85"
"ref3","3969","4219","84"
"ref1","5012","5112","83"
"ref2","9628","9901","84"
"ref5","747","853","91"
"ref2","9499","9685","89"
"ref2","2148","2216","86"
"ref5","5838","5895","82"
"ref2","7922","7943","90"
"ref2","6544","6593","81"
"ref3","7858","8596","81"
"ref5","1893","1911","94"
"ref4","1971","2114","81"
"ref3","8401","8927","100"
"ref3","563","793","88"
"ref3","7163","7343","99"
"ref4","9458","9643","99"
"ref1","8122","8196","90"
"ref2","86","168","100"
"ref4","1650","1746","80"
"ref5","5091","5209","92"
"ref1","365","1347","92"
"ref4","6504","6610","83"
"ref4","8017","8127","96"
"ref1","1484","1818","86"
"ref1","1506","1610","99"
"ref1","3933","3988","92"
"ref5","9421","9697","92"
"ref2","8624","8925","92"
"ref2","4309","4354","89"
"ref4","6359","6750","91"
"ref1","864","886","88"
"ref3","1962","2293","80"
"ref4","5968","6011","90"
"ref2","3918","4283","90"
"ref1","8225","8326","99"
