"reference","start","end","identity"
"ref1","3081","3138","92"
"ref3","1256","1297","95"
"ref2","3217","3809","84"
"ref2","7895","8894","89"
"ref4","60","142","98"
"ref5","5058","5068","100"
"ref1","2116","2166","91"
"ref3","7868","8133","80"
"ref4","6580","7293","85"
"ref4","3949","4084","80"
"ref5","2223","2277","95"
"ref5","4720","4806","91"
"ref3","693","1000","92"
"ref3","9411","9657","81"
"ref1","2909","2944","83"
"ref5","3973","4079","84"
"ref1","3591","3816","91"
"ref1","7859","8056","95"
"ref1","8515","8532","95"
"ref1","2377","2526","88"
"ref5","8155","8285","86"
"ref1","7513","7540","93"
"ref4","4805","4834","100"
"ref1","3786","3872","95"
"ref3","7769","7816","95"
"ref4","3613","3665","97"
"ref5","4587","4626","98"
"ref5","8852","8886","82"
"ref4","420","444","88"
"ref1","1524","1610","81"
"ref4","7702","7939","89"
"ref3","9973","9989","98"
"ref4","2630","2707","99"
"ref1","2274","2405","89"
"ref5","6610","7609","100"
"ref3","2488","2675","97"
"ref2","9770","9863","92"
"ref1","1476","1518","83"
"ref2","8387","8870","96"
"ref1","3902","3920","87"
"ref4","6286","7285","93"
"ref1","1166","1570","89"
"ref2","8897","9038","94"
"ref3","4817","4831","82"
"ref1","7196","7211","96"
"ref3","8402","8478","99"
"ref5","7990","8241","82"
"ref3","3255","3339","98"
"ref1","5624","6213","99"
"ref4","6805","7055","93"
"ref1","4010","4109","82"
"ref3","3579","3958","87"
"ref1","3485","3503","98"
"ref5","4556","4708","83"
"ref3","4006","4098","82"
"ref4","6338","6538","87"
"ref1","2512","2826","83"
"ref4","6523","6533","82"
"ref4","3370","3623","83"
"ref5","1654","1670","83"
"ref2","3149","3369","87"
"ref3","4089","4125","91"
"ref5","5102","5196","95"
"ref3","6889","6946","99"
"ref4","8162","8169","80"
"ref4","9605","9690","91"
"ref3","2463","2808","91"
"ref3","5432","5497","94"
"ref1","6000","6077","90"
"ref3","171","252","80"
"ref5","6403","6745","87"
"ref5","3970","3988","84"
"ref4","3238","3276","98"
"ref1","4267","4320","92"
"ref3","4572","4672","99"
"ref2","8","123","93"
"ref5","1091","1122","93"
"ref5","7648","7707","88"
"ref4","7616","7641","91"
"ref5","6146","6277","98"
"ref2","2237","2779","88"
"ref4","1842","1889","94"
"ref4","4508","5167","92"
"ref3","4595","4725","91"
"ref2","3259","3290","91"
"ref1","6141","6211","85"
"ref1","5784","5853","94"
"ref4","1166","1403","81"
"ref2","6558","7037","93"
"ref5","4393","4503","90"
"ref4","8540","8585","98"
"ref5","507","638","99"
"ref2","3059","3089","100"
"ref4","6314","6504","99"
"ref5","8246","8715","86"
"ref1","9100","9149","97"
"ref5","1679","1786","88"
"ref5","8290","8322","95"
"ref1","2044","2199","85"
"ref1","5902","6463","94"
"ref1","6458","6573","95"
"ref3","4202","4261","82"
"ref3","906","1042","81"
"ref5","471","499","91"
"ref3","5947","6125","85"
"ref1","3638","3708","82"
"ref3","611","649","98"
"ref1","8319","8349","94"
"ref2","286","307","96"
"ref1","4434","4467","89"
"ref4","5953","6022","95"
"ref4","3352","3384","83"
"ref5","75","237","96"
"ref2","213","312","94"
"ref4","9446","9496","88"
"ref3","8046","8188","87"
"ref3","842","1168","95"
"ref3","9264","9333","91"
"ref3","7641","7765","89"
"ref1","1964","2010","97"
"ref4","9028","9266","86"
"ref3","2362","2396","84"
"ref4","3154","3162","90"
"ref5","2731","2778","100"
"ref2","8493","8730","93"
"ref3","5490","5560","87"
"ref2","7190","7274","90"
"ref3","8768","9059","90"
"ref2","7241","8164","95"
"ref5","8176","8191","93"
"ref3","7491","7579","93"
"ref4","2895","2917","97"
"ref1","9331","9502","98"
"ref4","4743","5538","90"
"ref4","7729","7839","91"
"ref1","5612","5671","91"
"ref5","1423","1432","81"
"ref4","893","913","81"
"ref4","6653","6703","97"
"ref5","2226","2239","80"
"ref3","9476","9530","100"
"ref2","6152","6198","96"
"ref2","3306","3429","80"
"ref5","6283","6405","86"
"ref3","2409","2496","82"
"ref1","1677","1847","86"
"ref5","7986","8236","86"
"ref4","4334","4368","94"
"ref4","169","309","87"
"ref2","7636","7919","90"
"ref4","9171","9236","87"
"ref3","319","356","96"
"ref1","1128","1241","88"
"ref3","1556","1658","99"
"ref3","1824","1881","83"
"ref1","4616","4645","88"
"ref1","8109","8345","100"
"ref3","1375","1417","97"
"ref2","3843","3930","90"
"ref1","8824","8878","91"
"ref1","9015","9142","92"
"ref3","6660","6790","83"
"ref1","9682","9733","100"
"ref3","2647","2839","92"
"ref5","27","59","90"
"ref5","641","1331","90"
"ref3","7388","7444","86"
"ref5","2594","2613","99"
"ref5","999","1154","95"
"ref1","9905","9975","92"
"ref2","4336","4855","80"
"ref5","2260","2361","93"
"ref3","5601","5622","89"
"ref4","9677","9807","94"
"ref4","7000","7029","93"
"ref2","2611","2697","87"
"ref5","9292","9567","91"
"ref2","3528","3618","92"
"ref4","3399","3444","91"
"ref2","205","289","80"
"ref3","3415","3483","87"
"ref4","1657","2122","95"
"ref3","1845","1923","99"
"ref4","2800","2959","88"
"ref2","5941","6007","99"
"ref1","1742","1762","81"
"ref2","4717","4904","95"
"ref4","9248","9714","93"
"ref2","2967","2989","91"
"ref2","3816","4198","100"
"ref5","354","419","99"
"ref4","5431","5610","98"
"ref2","820","896","83"
"ref4","8351","8623","87"
"ref1","6868","6912","81"
"ref5","3255","3515","88"
"ref4","5453","5656","85"
"ref1","2180","2398","88"
"ref1","6698","6733","83"
"ref3","8020","8082","93"
"ref3","3857","3899","87"
"ref1","1919","2090","85"
"ref4","7429","7514","98"
"ref3","7339","7403","85"
"ref5","3001","3073","100"
"ref2","2400","2642","94"
"ref2","3439","3455","90"
"ref4","4907","4932","83"
"ref4","3013","3546","97"
"ref1","1160","1955","96"
"ref2","1300","1307","94"
"ref1","7836","8155","89"
"ref4","6852","6960","95"
"ref4","6586","6640","83"
"ref3","8239","8579","92"
"ref5","2431","2987","86"
"ref2","2881","3244","98"
"ref3","3578","3829","91"
"ref2","4287","4319","87"
"ref2","1984","1996","96"
"ref4","2230","2272","88"
"ref4","7280","7392","82"
"ref1","5622","5715","85"
"ref4","1576","1612","89"
"ref1","3308","3451","88"
"ref1","210","479","96"
"ref5","8110","8288","89"
"ref5","1674","1732","94"
"ref5","780","827","99"
"ref5","8012","8086","99"
"ref4","4389","5089","99"
"ref2","5815","5926","96"
"ref2","5988","6218","81"
"ref5","6874","6961","100"
"ref5","8408","8559","89"
"ref4","8859","9007","82"
"ref4","8448","8548","94"
"ref5","2623","2754","84"
"ref5","3688","3780","88"
"ref1","7785","7825","88"
"ref5","7261","7397","80"
"ref1","4252","4269","100"
"ref1","1246","1444","100"
"ref2","9216","9301","81"
"ref5","7948","8142","88"
"ref5","3955","4146","94"
"ref2","9104","9271","82"
"ref4","6385","6411","86"
"ref1","9634","9771","87"
"ref5","4822","4889","87"
"ref2","458","589","95"
"ref2","1683","1710","98"
"ref3","8712","8741","96"
"ref1","7086","7174","82"
"ref1","8431","8621","86"
"ref2","4073","4104","98"
"ref2","8202","8388","96"
"ref1","4215","5214","89"
"ref3","6804","6846","80"
"ref5","3486","3535","88"
"ref4","6185","6262","86"
"ref2","8320","8417","91"
"ref3","6830","6976","85"
"ref4","4287","4583","99"
"ref2","3360","3398","87"
"ref2","8299","8376","81"
"ref3","6048","6077","84"
"ref5","8645","8720","87"
"ref1","4055","4136","88"
"ref3","6764","6943","92"
"ref5","4303","4425","87"
"ref5","8557","8824","84"
"ref4","9751","9815","97"
"ref5","5656","5677","99"
"ref1","7373","7481","97"
"ref3","4364","4901","90"
"ref1","3108","3125","91"
"ref3","8990","9989","96"
"ref5","2544","2742","89"
"ref5","3883","3907","94"
"ref5","8244","8293","91"
"ref4","1707","1796","80"
"ref2","5550","5706","94"
"ref1","1216","1248","86"
"ref3","6495","6636","95"
"ref1","2460","2511","82"
"ref3","7290","7323","89"
"ref2","4452","4604","82"
"ref1","945","1054","96"
"ref2","7341","7448","87"
"ref3","9232","9328","90"
"ref4","4706","4857","85"
"ref4","4132","4809","81"
"ref5","7365","7566","95"
"ref3","8995","9046","96"
"ref4","8794","8847","81"
"ref2","8828","8930","82"
"ref4","2519","2837","83"
"ref4","161","273","83"
"ref5","284","344","87"
"ref2","3993","4012","93"
"ref4","7410","7473","95"
"ref1","9720","9771","89"
"ref2","3935","3953","85"
"ref2","2896","2983","84"
"ref3","8446","8472","88"
"ref5","9610","9853","89"
"ref1","4482","4567","95"
"ref4","8283","8530","88"
"ref5","6087","6105","96"
"ref3","5100","5199","99"
"ref5","7209","7329","98"
"ref1","4101","4111","87"
"ref1","6495","6617","81"
"ref2","2827","3028","80"
"ref4","8106","8233","81"
"ref2","6072","6829","94"
"ref5","5097","5316","83"
"ref2","5831","5931","100"
"ref4","2548","2692","92"
"ref5","4851","5106","100"
"ref3","2497","2500","80"
"ref3","1405","1414","83"
"ref4","8021","8058","92"
"ref2","1356","1585","89"
"ref4","4435","4504","85"
"ref2","5313","5874","97"
"ref4","4830","4855","87"
"ref5","454","693","89"
"ref3","891","954","83"
"ref2","3747","4222","83"
"ref4","6462","6584","88"
"ref5","4976","5167","83"
"ref4","5892","6378","80"
"ref5","4378","4457","87"
"ref3","2376","2736","92"
"ref1","7144","7209","94"
"ref5","7719","7737","90"
"ref2","3841","3957","86"
"ref4","4347","4462","95"
"ref2","1985","2060","88"
"ref2","6842","7011","92"
"ref2","4952","4954","91"
"ref5","8850","8914","81"
"ref1","405","501","86"
"ref1","290","311","81"
"ref2","3797","3938","92"
"ref1","6876","6883","89"
"ref2","6316","6456","88"
"ref3","6788","6866","80"
"ref5","8476","8571","90"
"ref1","7038","7068","86"
"ref5","8309","8319","88"
"ref5","942","1040","98"
"ref3","120","145","86"
"ref2","8791","9000","99"
"ref3","3886","3902","83"
"ref3","4170","4191","82"
"ref4","3800","3989","93"
"ref5","4654","4798","95"
"ref3","7","51","81"
"ref3","653","758","81"
"ref1","2085","2624","88"
"ref2","8094","8280","82"
"ref1","858","889","90"
"ref2","8127","8149","95"
"ref1","5136","5373","89"
"ref1","6115","6260","84"
"ref4","8058","8197","91"
"ref1","6652","6826","89"
"ref2","2880","2946","85"
"ref5","4132","4322","85"
"ref4","7653","7706","93"
"ref2","3565","3640","80"
"ref2","8543","8683","90"
"ref2","663","706","89"
"ref4","4041","4296","93"
"ref3","1562","1831","84"
"ref2","3961","4040","100"
"ref1","9318","9539","82"
"ref5","6690","6738","96"
"ref3","2308","2344","82"
"ref3","6684","6748","90"
"ref4","7598","7670","92"
"ref5","5174","5416","96"
"ref1","6211","6286","92"
"ref4","9583","9653","94"
"ref5","735","908","96"
"ref4","990","1288","87"
"ref5","5339","5381","92"
"ref2","6192","6975","92"
"ref5","9757","9792","94"
"ref3","3575","3673","97"
"ref4","5810","5849","98"
"ref2","8283","8340","99"
"ref5","6998","7039","93"
"ref4","1115","1249","91"
"ref3","1118","1163","91"
"ref1","185","310","93"
"ref1","5049","5242","100"
"ref1","6945","7149","97"
"ref3","8554","8757","100"
"ref5","7709","7756","81"
"ref5","475","562","85"
"ref4","1368","1442","100"
"ref1","2788","3180","82"
"ref5","2189","2242","90"
"ref2","8349","8462","85"
"ref5","4083","4165","92"
"ref4","1995","2041","95"
"ref4","7538","7756","82"
"ref2","5094","5215","100"
"ref1","4930","5075","92"
"ref2","4541","5242","92"
"ref2","483","832","94"
"ref4","4134","4201","96"
"ref3","2329","2490","99"
"ref5","4886","5016","91"
"ref4","290","435","91"
"ref3","3869","3984","87"
"ref1","834","914","95"
"ref1","3968","4101","89"
"ref5","6298","7297","90"
"ref2","3385","3580","91"
"ref4","6227","6337","91"
"ref3","9233","9301","99"
"ref4","3084","3133","83"
"ref5","2520","2882","85"
"ref2","3543","3562","97"
"ref1","6964","7010","88"
"ref2","3149","4079","95"
"ref4","4314","4481","90"
"ref4","9628","9741","85"
"ref4","7157","7383","80"
"ref3","8477","8509","94"
"ref2","4428","4518","92"
"ref2","7066","7086","94"
"ref1","8953","9001","92"
"ref5","2770","2981","89"
"ref5","7809","8424","85"
"ref3","9719","9778","98"
"ref3","298","1297","96"
"ref2","3440","3697","99"
"ref5","9864","9907","88"
"ref4","5001","5076","96"
"ref3","5379","5445","91"
"ref3","2265","2312","100"
"ref1","1553","1677","100"
"ref5","9686","9931","83"
"ref4","8381","8445","97"
"ref2","4296","4351","94"
"ref4","5164","5182","83"
"ref1","9397","9459","88"
"ref5","9334","9363","96"
"ref2","3975","3985","100"
"ref3","8590","8853","90"
"ref2","8059","8226","95"
"ref1","7297","7443","81"
"ref1","6004","6148","98"
"ref5","9673","9698","92"
"ref5","4444","4613","89"
"ref1","2725","2799","91"
"ref2","3632","3810","80"
"ref4","8166","8212","97"
"ref3","6491","6534","86"
"ref2","2860","2902","91"
"ref4","9620","9714","94"
"ref5","3370","3624","88"
"ref1","878","947","95"
"ref5","4056","4113","90"
"ref3","1734","1883","83"
"ref2","7766","7818","97"
"ref5","8257","8514","95"
"ref1","17","42","94"
"ref1","9127","9208","99"
"ref2","8939","9049","89"
"ref4","7492","7556","98"
"ref2","8633","8689","94"
"ref5","5473","5689","95"
"ref2","9103","9268","96"
"ref4","1499","1717","86"
"ref4","5714","5802","85"
"ref2","5532","5579","81"
"ref3","5269","5281","90"
"ref1","9513","9579","97"
"ref4","7097","7150","100"
"ref5","5503","5666","90"
"ref3","2822","2871","99"
"ref2","599","805","100"
"ref4","7087","7185","85"
"ref2","4441","4689","91"
"ref1","2983","3101","96"
"ref1","1470","1681","89"
"ref1","8713","8807","98"
"ref4","8343","8771","86"
"ref4","3002","3021","95"
"ref4","1938","2146","96"
"ref5","8219","8236","99"
"ref4","3312","3363","99"
"ref5","5133","5163","87"
"ref3","8127","8303","82"
"ref1","9026","9314","86"
"ref4","6162","6317","84"
"ref5","3417","3553","92"
"ref5","4862","5156","84"
"ref5","4577","4708","89"
"ref4","4246","4309","82"
"ref5","5842","5892","93"
"ref3","2596","2704","89"
"ref4","2666","2710","87"
"ref5","936","987","83"
"ref1","4694","4821","91"
"ref1","4412","5158","90"
"ref3","8446","8493","94"
"ref1","9081","9196","84"
"ref2","7365","7411","82"
"ref5","5699","5747","91"
"ref3","8198","8341","87"
"ref5","6663","6739","99"
"ref4","8268","8356","83"
"ref3","4095","4326","92"
"ref5","9521","9596","97"
"ref3","3841","3966","81"
"ref3","7774","7914","94"
"ref3","2135","2198","96"
"ref5","7558","7590","96"
"ref5","3402","3464","86"
"ref4","2333","2569","96"
"ref3","3032","3243","89"
"ref2","7473","7488","86"
"ref3","2591","2761","100"
"ref3","5563","5704","87"
"ref2","9074","9351","86"
"ref3","8437","8482","95"
"ref3","9549","9596","90"
"ref2","8617","8703","89"
"ref2","8029","8051","93"
"ref1","3010","3703","87"
"ref5","7341","7360","90"
"ref1","7339","7379","93"
"ref1","5727","5852","92"
"ref3","3446","3495","85"
"ref2","6563","6669","90"
"ref4","1108","1260","86"
"ref2","3713","4657","93"
"ref5","6265","6288","84"
"ref3","4859","5010","87"
"ref1","1593","2453","97"
"ref1","2721","2756","91"
"ref3","1664","1718","90"
"ref4","9709","9799","93"
"ref5","8496","8559","93"
"ref5","8083","8313","90"
"ref3","6669","7118","81"
"ref4","6380","6662","92"
"ref3","4523","4574","93"
"ref3","1140","1176","95"
"ref5","6415","6566","90"
"ref4","1433","1622","87"
"ref5","9397","9798","86"
"ref1","8757","8928","83"
"ref4","6982","7038","92"
"ref3","712","1016","95"
"ref5","2650","2677","92"
"ref4","7922","8009","80"
"ref4","609","848","98"
"ref2","7542","8108","100"
"ref1","8925","8981","98"
"ref1","4417","4523","93"
"ref2","7286","7379","83"
"ref3","7195","7233","99"
"ref3","9406","9884","88"
"ref3","8916","9281","82"
"ref4","7969","8380","95"
"ref5","1242","1421","87"
"ref4","150","206","87"
"ref5","8807","9144","91"
"ref5","1231","1279","86"
"ref4","559","614","83"
"ref4","5175","5357","95"
"ref5","463","510","93"
"ref1","6285","6373","80"
"ref5","2074","2134","80"
"ref2","9494","9875","88"
"ref5","8900","8948","85"
"ref3","8846","8876","92"
"ref5","4892","4950","98"
"ref4","7769","7894","98"
"ref3","3146","3315","82"
"ref5","849","928","93"
"ref1","9222","9417","90"
"ref2","5766","5823","93"
"ref3","592","641","99"
"ref4","450","647","91"
"ref4","8111","8118","82"
"ref3","7189","7507","89"
"ref3","4825","4986","84"
"ref5","7391","8018","86"
"ref1","1045","1133","89"
"ref2","498","702","81"
"ref5","8020","8089","100"
"ref5","2773","2827","87"
"ref2","2027","2288","92"
"ref1","5118","5553","83"
"ref2","8861","9055","94"
"ref1","5758","6012","99"
"ref1","8862","9407","95"
"ref3","5045","5918","80"
"ref3","7565","7820","95"
"ref3","5807","6028","85"
"ref5","4718","4743","97"
"ref4","6806","7034","80"
"ref4","3128","3136","89"
"ref1","8004","8115","94"
"ref5","3254","3390","92"
"ref1","8210","8381","92"
"ref2","6143","6846","88"
"ref2","7679","7688","97"
"ref1","4544","4557","100"
"ref5","687","870","92"
"ref2","8806","8817","88"
"ref5","3434","3988","100"
"ref4","1806","2058","97"
"ref5","7867","7914","85"
"ref5","5966","6054","80"
"ref3","3329","3390","96"
"ref5","4434","4458","94"
"ref3","186","284","81"
"ref4","2147","2185","82"
"ref3","9702","9903","98"
"ref3","3306","3484","95"
"ref2","904","933","85"
"ref3","6639","6694","82"
"ref4","6893","6934","97"
"ref1","1123","1367","94"
"ref4","9591","9716","100"
"ref1","1776","1911","97"
"ref1","1775","1799","82"
"ref5","1719","1728","95"
"ref3","7441","7589","91"
"ref4","1966","2022","99"
"ref3","6021","6042","99"
"ref1","3272","3354","81"
"ref5","2699","2908","95"
"ref2","939","1630","99"
"ref2","6943","7196","81"
"ref1","4001","4089","86"
"ref3","378","412","96"
"ref5","9777","9864","87"
"ref3","6790","6828","92"
"ref1","6679","6701","87"
"ref4","7441","7490","93"
"ref2","8535","8894","97"
"ref2","4297","4390","88"
"ref2","919","1088","83"
"ref2","2780","3053","100"
"ref4","405","615","84"
"ref5","7362","7397","89"
"ref4","5521","5680","99"
"ref2","4778","4893","87"
"ref5","8677","8702","82"
"ref4","2152","2172","82"
"ref2","2888","2902","99"
"ref2","6680","6753","90"
"ref1","4144","4197","86"
"ref4","8053","8066","81"
"ref1","4797","5090","93"
"ref2","845","905","81"
"ref1","5799","5924","93"
"ref2","3879","4010","95"
"ref1","8895","8976","95"
"ref5","8819","8881","87"
"ref3","5171","5379","91"
"ref1","444","510","97"
"ref3","805","921","86"
"ref3","67","312","93"
"ref3","1729","1924","83"
"ref4","4140","5139","93"
"ref1","7390","7597","100"
"ref3","7360","7423","84"
"ref1","8034","8219","93"
"ref2","8499","9122","91"
"ref4","8907","8923","89"
"ref4","4076","4173","86"
"ref2","6337","6469","87"
"ref4","6868","7029","83"
"ref2","3958","4181","94"
"ref4","8184","8447","97"
"ref1","789","1198","81"
"ref3","606","715","91"
"ref1","5259","5383","91"
"ref4","3599","3702","98"
"ref1","7788","7847","96"
"ref2","6770","6863","81"
"ref4","8729","8790","82"
"ref3","7182","7244","87"
"ref1","1675","1905","85"
"ref4","6707","6812","91"
"ref2","9319","9515","96"
"ref4","9917","9923","97"
"ref1","867","1219","97"
"ref5","383","527","80"
"ref4","788","958","81"
"ref2","7098","7510","85"
"ref4","3363","3415","92"
"ref5","4284","4521","89"
"ref4","501","539","85"
"ref5","3741","4034","100"
"ref2","8826","8927","91"
"ref1","2054","2081","81"
"ref2","5258","5563","97"
"ref1","4092","4228","93"
"ref4","7577","7872","89"
"ref3","2503","2646","95"
"ref5","5622","6037","84"
"ref4","6","48","85"
"ref5","7465","7621","84"
"ref1","7311","7471","91"
"ref2","938","1058","100"
"ref2","9580","9593","88"
"ref3","7410","7703","82"
"ref1","6604","6702","92"
"ref4","5514","5735","88"
"ref3","5956","6040","83"
"ref5","4038","4175","93"
"ref3","4698","4771","96"
"ref1","5261","5284","98"
"ref5","9260","9613","98"
"ref2","9481","9679","87"
"ref3","2478","2774","97"
"ref3","3884","3895","82"
"ref3","7333","7428","81"
"ref2","897","1125","93"
"ref2","4064","4084","88"
"ref4","4516","4582","83"
"ref2","1765","1777","89"
"ref2","5386","5465","92"
"ref1","1345","1566","100"
"ref4","1760","1953","97"
"ref5","314","404","98"
"ref1","3869","4482","83"
"ref2","7811","7855","80"
"ref5","5225","5669","96"
"ref1","6818","6837","82"
"ref5","8920","9030","84"
"ref5","6026","6045","82"
"ref2","7143","7243","92"
"ref5","6431","6582","82"
"ref4","8334","8579","97"
"ref1","2765","2863","99"
"ref5","2972","3170","99"
"ref3","6767","6791","80"
"ref4","9768","9830","97"
"ref3","8376","8404","83"
"ref3","4463","4552","96"
"ref5","6569","6677","98"
"ref5","3274","3674","93"
"ref2","2171","2528","97"
"ref2","8958","9103","82"
"ref1","2464","2519","80"
"ref3","1672","1680","81"
"ref3","3296","3664","85"
"ref2","6890","7096","93"
"ref5","5435","5489","81"
"ref5","9751","9998","89"
"ref5","5581","5612","81"
"ref5","9563","9661","85"
"ref1","819","1056","80"
"ref2","2988","3067","96"
"ref2","8075","8143","93"
"ref4","3310","3374","93"
"ref5","2450","2608","95"
"ref3","3052","3455","89"
"ref5","2940","2961","94"
"ref4","1692","1759","81"
"ref1","6474","6536","81"
"ref4","658","1657","97"
"ref5","588","1439","94"
"ref1","3605","3651","80"
"ref1","4878","4995","80"
"ref1","1966","2031","98"
"ref4","5175","5476","94"
"ref3","9537","9569","87"
"ref2","5229","5425","82"
"ref2","1896","1962","89"
"ref1","6219","6711","92"
"ref4","7001","7061","84"
"ref3","7787","7877","82"
"ref5","1288","1330","83"
"ref1","6567","6625","83"
"ref4","1288","1462","82"
"ref3","2499","2551","91"
"ref3","8002","8071","82"
"ref5","1346","2345","86"
"ref1","9487","9902","97"
"ref3","5320","5350","96"
"ref4","2056","2098","97"
"ref1","1669","1804","83"
"ref3","8489","8532","90"
"ref2","8687","8753","97"
"ref5","4650","4759","84"
"ref3","7567","7610","84"
"ref3","3620","3746","92"
"ref1","6156","6308","96"
"ref3","2332","2532","85"
"ref2","1976","1986","91"
"ref5","6104","6305","86"
"ref5","6971","7121","96"
"ref2","7452","7512","100"
"ref3","1251","1571","86"
"ref5","808","923","86"
"ref3","3864","4012","96"
"ref5","1742","1819","84"
"ref2","5474","5503","90"
"ref2","4339","4348","83"
"ref5","9327","9602","97"
"ref3","348","443","86"
"ref1","6405","6416","94"
"ref1","1345","1387","94"
"ref2","6801","7438","93"
"ref3","6637","6666","81"
"ref4","662","706","90"
"ref5","9102","9585","81"
"ref3","2167","2216","86"
"ref4","3244","3381","81"
"ref3","8945","9265","82"
"ref4","1774","1800","84"
"ref5","5186","5259","80"
"ref3","3914","3988","88"
"ref4","416","534","93"
"ref3","4003","4167","93"
"ref3","6579","7065","89"
"ref5","9198","9316","86"
"ref5","4547","4607","98"
"ref4","6541","6591","97"
"ref1","8431","8498","100"
"ref3","9225","9231","83"
"ref3","4371","4476","82"
"ref4","1717","1798","92"
"ref4","8669","8769","96"
"ref5","5645","5856","96"
"ref5","8388","8780","98"
"ref3","416","445","89"
"ref5","9833","9893","100"
"ref3","7172","7443","93"
"ref5","5275","5417","95"
"ref3","9572","9714","99"
"ref5","1335","1357","91"
"ref5","828","880","86"
"ref2","6464","6551","85"
"ref1","1379","1522","84"
"ref5","315","488","88"
"ref4","5359","5397","99"
"ref1","1029","1344","80"
"ref4","2393","2644","97"
"ref4","1824","1849","98"
"ref4","958","972","87"
"ref2","7501","7556","81"
"ref4","7745","7757","99"
"ref4","1478","1644","83"
"ref5","5492","5514","100"
"ref3","6411","6465","93"
"ref4","8291","8387","87"
"ref4","5086","5187","80"
"ref5","4249","4337","97"
"ref3","4278","4291","87"
"ref1","5693","5950","93"
"ref4","9123","9133","98"
"ref3","1135","1261","93"
"ref5","1436","1777","98"
"ref2","4742","4809","80"
"ref5","1107","1195","83"
"ref1","7093","7180","80"
"ref4","7242","7280","81"
"ref1","6276","6398","86"
"ref1","9801","9826","97"
"ref5","6060","6115","86"
"ref1","2364","2411","99"
"ref4","4931","5017","80"
"ref4","1039","1099","85"
"ref5","1343","1494","95"
"ref1","8692","8727","91"
"ref1","1162","1368","95"
"ref1","2268","2698","93"
"ref5","7635","7648","83"
"ref1","3380","3499","90"
"ref3","8181","8739","82"
"ref2","8795","9280","85"
"ref2","9475","9515","98"
"ref3","849","948","86"
"ref1","1359","1429","99"
"ref4","7358","7404","84"
"ref2","3477","3526","81"
"ref5","9094","9121","94"
"ref5","7289","7355","96"
"ref4","6776","6815","100"
"ref5","1140","1426","89"
"ref1","6350","6359","84"
"ref1","1998","2010","88"
"ref4","408","628","97"
"ref1","7209","7223","96"
"ref4","9087","9211","91"
"ref3","8529","8539","93"
"ref1","8451","8466","89"
"ref5","8795","8835","82"
"ref2","3047","3109","82"
"ref4","4614","4737","91"
"ref3","2116","2188","95"
"ref5","1487","1789","83"
"ref2","8812","8974","96"
"ref5","3930","4171","86"
"ref3","6907","7299","84"
"ref2","6836","6854","88"
"ref1","5583","5726","99"
"ref2","4488","4607","98"
"ref1","6135","6255","91"
"ref2","2790","2867","83"
"ref1","5490","5529","88"
"ref1","7928","8285","88"
"ref1","5746","5932","81"
"ref3","5233","5673","89"
"ref2","5673","5912","97"
"ref3","5114","5145","81"
"ref4","201","285","100"
"ref3","1744","1960","99"
"ref5","627","925","94"
"ref2","5746","5830","90"
"ref3","4479","5106","97"
"ref5","1107","1383","86"
"ref5","4444","4492","93"
"ref2","3639","3710","82"
"ref2","2650","2832","93"
"ref1","384","1383","93"
"ref1","3852","3891","82"
"ref4","3495","3580","89"
"ref5","8930","8986","83"
"ref1","1002","1260","82"
"ref2","9453","9523","83"
"ref2","6162","6348","80"
"ref2","3932","4189","98"
"ref4","6059","6262","94"
"ref5","1456","2001","87"
"ref2","1624","1864","81"
"ref3","9824","9894","83"
"ref2","5963","6074","95"
"ref5","5407","5443","85"
"ref3","7459","7521","89"
"ref5","8178","8381","89"
"ref5","7774","7963","86"
"ref2","8556","8717","80"
"ref1","4578","5147","82"
"ref5","5382","5724","96"
"ref3","1580","1601","84"
"ref3","4016","4072","98"
"ref5","7000","7120","96"
"ref4","5121","5247","82"
"ref3","3284","3441","89"
"ref5","8223","8623","90"
"ref4","6037","6158","91"
"ref4","9118","9380","83"
"ref1","9238","9458","92"
"ref2","1090","1265","91"
"ref3","7287","7380","92"
"ref4","3938","4510","81"
"ref3","7594","7765","93"
"ref2","46","106","82"
"ref1","4518","4688","95"
"ref2","1505","1578","81"
"ref1","1726","1744","99"
"ref2","1828","2019","83"
"ref1","2652","2709","98"
"ref4","8850","8919","95"
"ref3","916","1004","83"
"ref3","8688","9111","95"
"ref3","8228","8243","92"
"ref2","276","501","100"
"ref1","7999","8929","99"
"ref4","7491","7686","88"
"ref4","312","669","84"
"ref4","8734","8828","88"
"ref1","6063","6250","83"
"ref5","1726","1785","87"
"ref4","7912","8229","85"
"ref3","1241","1386","93"
"ref2","567","715","98"
"ref3","7643","7665","84"
"ref2","1908","1943","87"
"ref1","2427","2441","84"
"ref4","6040","6062","94"
"ref3","126","444","98"
"ref2","4061","4243","85"
"ref2","6073","6185","81"
"ref2","2258","2393","99"
"ref2","7381","8302","99"
"ref2","250","1232","94"
"ref4","3426","3464","83"
"ref4","855","877","94"
"ref5","304","347","87"
"ref1","7633","7845","94"
"ref3","8660","8734","87"
"ref2","1686","1707","83"
"ref4","6728","6842","82"
"ref4","7407","7509","100"
"ref5","6673","7263","80"
"ref1","7398","7663","87"
"ref1","8339","8348","93"
"ref5","7493","7513","82"
"ref3","9630","9778","87"
"ref5","909","975","100"
"ref1","5243","5379","84"
"ref2","4945","5191","89"
"ref4","108","367","81"
